time,tavg,tmin,tmax,prcp,wdir,wspd,pres
2001-01-01,24.2,23.1,29.2,4.1,113.0,9.4,1010.0
2001-01-02,24.0,19.8,28.8,0.8,113.0,9.4,1010.0
2001-01-03,23.0,19.4,31.0,0.8,113.0,10.2,1010.0
2001-01-04,23.8,19.4,29.8,0.8,113.0,9.4,1010.0
2001-01-05,25.7,21.7,29.7,0.8,113.0,10.3,1010.0
2001-01-06,27.2,22.5,29.7,0.8,113.0,8.0,1010.0
2001-01-07,27.2,24.2,32.0,0.8,113.0,9.4,1010.0
2001-01-08,27.3,24.2,32.0,0.8,113.0,9.4,1010.0
2001-01-09,27.4,23.4,31.1,0.8,113.0,9.4,1010.0
2001-01-10,26.6,22.5,30.4,0.8,113.0,9.4,1010.0
2001-01-11,27.0,21.8,32.0,0.8,113.0,9.4,1010.0
2001-01-12,26.4,22.7,31.4,0.8,113.0,9.4,1010.0
2001-01-13,27.4,22.8,33.2,0.8,113.0,8.5,1010.0
2001-01-14,26.8,25.1,31.4,0.8,113.0,9.4,1010.0
2001-01-15,25.4,24.2,29.4,0.8,113.0,9.4,1010.0
2001-01-16,25.2,22.2,28.8,0.8,113.0,9.4,1010.0
2001-01-17,25.5,23.7,29.0,0.8,105.0,11.6,1010.0
2001-01-18,25.0,21.0,29.4,0.8,117.0,11.3,1010.0
2001-01-19,25.5,22.0,30.0,0.8,113.0,7.5,1010.0
2001-01-20,25.2,24.2,30.0,0.8,113.0,9.4,1010.0
2001-01-21,24.2,20.0,30.4,0.8,113.0,9.4,1010.0
2001-01-22,26.0,21.2,30.8,0.8,117.0,16.4,1010.0
2001-01-23,25.8,20.8,31.6,0.8,113.0,9.4,1010.0
2001-01-24,26.6,21.4,30.7,0.8,103.0,11.1,1010.0
2001-01-25,27.4,22.4,33.2,0.5,113.0,9.4,1010.0
2001-01-26,28.8,24.7,33.4,0.0,113.0,9.4,1010.0
2001-01-27,28.0,24.8,32.0,0.8,113.0,9.4,1010.0
2001-01-28,27.0,25.3,29.5,0.8,113.0,9.4,1010.0
2001-01-29,27.0,22.0,30.2,0.8,113.0,9.4,1010.0
2001-01-30,27.0,23.4,30.9,0.8,113.0,7.5,1010.0
2001-01-31,27.6,24.2,32.0,0.8,113.0,9.4,1010.0
2001-02-01,28.6,24.2,33.4,0.8,113.0,9.4,1010.0
2001-02-02,26.8,24.2,31.6,0.8,113.0,9.4,1010.0
2001-02-03,25.6,23.4,30.6,0.8,111.0,9.9,1010.0
2001-02-04,25.5,24.4,31.2,0.8,113.0,6.7,1010.0
2001-02-05,25.8,20.6,32.1,0.8,113.0,11.3,1010.0
2001-02-06,25.6,20.7,30.8,0.8,113.0,9.4,1010.0
2001-02-07,26.6,21.0,31.2,0.8,113.0,10.2,1010.0
2001-02-08,27.8,23.7,33.4,0.8,113.0,9.4,1010.0
2001-02-09,27.2,22.0,32.4,0.8,113.0,9.4,1010.0
2001-02-10,25.2,23.8,28.0,0.8,113.0,6.9,1010.0
2001-02-11,26.4,24.5,31.6,0.8,113.0,9.4,1010.0
2001-02-12,27.2,22.5,31.8,0.8,113.0,9.4,1010.0
2001-02-13,26.6,24.3,32.8,0.8,113.0,9.4,1010.0
2001-02-14,26.8,21.2,32.6,0.8,113.0,9.4,1010.0
2001-02-15,26.0,23.3,31.6,0.8,113.0,9.4,1010.0
2001-02-16,24.7,23.7,30.2,0.8,74.0,15.4,1010.0
2001-02-17,25.6,20.7,31.8,0.8,113.0,9.4,1010.0
2001-02-18,25.2,21.7,30.6,0.8,113.0,9.4,1010.0
2001-02-19,24.4,12.0,32.0,8.9,113.0,9.4,1010.0
2001-02-20,24.8,22.7,29.6,8.9,113.0,5.1,1010.0
2001-02-21,25.2,22.6,29.8,33.0,113.0,9.4,1010.0
2001-02-22,27.0,23.5,31.4,19.8,129.0,13.6,1010.0
2001-02-23,26.6,24.2,31.4,0.0,113.0,9.4,1010.0
2001-02-24,27.2,22.6,32.2,0.8,113.0,9.4,1010.0
2001-02-25,26.0,24.2,30.8,0.8,113.0,9.4,1010.0
2001-02-26,26.6,21.4,30.8,0.8,113.0,9.4,1010.0
2001-02-27,26.2,24.3,30.4,0.8,113.0,9.4,1010.0
2001-02-28,28.0,22.2,33.1,0.8,113.0,9.4,1010.0
2001-03-01,26.2,22.0,31.6,0.8,113.0,9.4,1010.0
2001-03-02,27.4,22.6,32.8,0.8,113.0,9.4,1010.0
2001-03-03,26.0,24.7,30.8,0.8,103.0,9.9,1010.0
2001-03-04,26.6,24.6,31.8,0.8,113.0,10.7,1010.0
2001-03-05,26.0,21.4,30.7,0.8,112.0,14.7,1010.0
2001-03-06,27.6,22.6,31.4,0.8,108.0,11.9,1010.0
2001-03-07,28.2,22.4,34.4,0.8,113.0,9.4,1010.0
2001-03-08,27.2,23.9,32.4,0.8,113.0,9.4,1010.0
2001-03-09,25.8,24.4,29.6,1.0,113.0,9.4,1010.0
2001-03-10,28.0,22.7,32.1,1.0,113.0,9.4,1010.0
2001-03-11,26.4,21.2,31.8,0.0,113.0,9.4,1010.0
2001-03-12,26.6,20.8,32.0,0.8,113.0,9.4,1010.0
2001-03-13,26.0,21.8,31.4,0.8,113.0,9.4,1010.0
2001-03-14,26.4,21.4,31.4,0.8,113.0,9.4,1010.0
2001-03-15,28.0,22.5,32.0,0.8,113.0,9.4,1010.0
2001-03-16,28.2,24.4,32.0,0.8,113.0,9.4,1010.0
2001-03-17,29.1,25.0,32.0,0.8,113.0,9.4,1010.0
2001-03-18,28.9,24.2,32.0,0.8,113.0,9.4,1010.0
2001-03-19,28.4,24.7,32.7,0.8,101.0,14.2,1010.0
2001-03-20,28.9,25.7,32.7,0.8,113.0,9.4,1010.0
2001-03-21,29.2,24.2,33.8,0.8,113.0,9.4,1010.0
2001-03-22,28.6,24.7,33.7,0.8,125.0,13.4,1010.0
2001-03-23,29.1,23.7,32.9,0.8,109.0,14.0,1010.0
2001-03-24,28.2,24.2,34.8,0.8,113.0,9.4,1010.0
2001-03-25,28.4,24.5,34.8,0.8,160.0,12.3,1010.0
2001-03-26,28.4,24.8,31.8,6.1,201.0,11.8,1010.0
2001-03-27,28.4,24.2,32.0,0.5,113.0,9.4,1010.0
2001-03-28,28.4,25.0,32.6,0.0,113.0,9.4,1010.0
2001-03-29,28.6,24.8,34.4,0.8,113.0,9.5,1010.0
2001-03-30,27.2,26.4,32.6,0.8,119.0,11.6,1010.0
2001-03-31,28.4,23.2,33.4,8.9,113.0,12.3,1010.0
2001-04-01,27.4,22.8,32.0,0.0,113.0,9.4,1010.0
2001-04-02,28.8,23.2,32.8,0.8,113.0,9.4,1010.0
2001-04-03,29.6,24.7,34.8,0.8,113.0,9.4,1010.0
2001-04-04,28.0,24.8,32.0,0.8,113.0,9.4,1010.0
2001-04-05,29.4,24.0,32.0,0.8,113.0,9.4,1010.0
2001-04-06,28.6,26.7,34.8,0.8,127.0,11.5,1010.0
2001-04-07,30.4,23.3,34.9,0.8,113.0,10.4,1010.0
2001-04-08,30.3,24.2,35.9,0.8,113.0,9.4,1010.0
2001-04-09,30.0,24.2,34.8,0.8,113.0,9.4,1010.0
2001-04-10,29.4,26.7,33.4,0.8,113.0,8.1,1010.0
2001-04-11,29.2,25.2,32.0,0.8,113.0,9.4,1010.0
2001-04-12,28.0,26.0,31.8,26.9,113.0,9.4,1010.0
2001-04-13,28.4,24.0,33.4,0.0,113.0,9.4,1010.0
2001-04-14,27.8,24.0,32.0,0.8,113.0,9.4,1010.0
2001-04-15,26.6,24.2,33.2,0.8,113.0,9.4,1010.0
2001-04-16,29.6,24.7,33.9,0.8,113.0,10.6,1010.0
2001-04-17,30.6,25.3,32.0,0.8,113.0,9.4,1010.0
2001-04-18,29.6,26.2,35.6,0.8,113.0,9.4,1010.0
2001-04-19,29.6,24.8,34.8,0.8,113.0,9.4,1010.0
2001-04-20,29.8,25.0,35.0,0.8,113.0,9.4,1010.0
2001-04-21,30.2,23.6,36.4,0.8,113.0,9.4,1010.0
2001-04-22,28.2,26.7,34.7,0.8,113.0,10.9,1010.0
2001-04-23,30.0,24.8,36.4,4.1,113.0,9.4,1010.0
2001-04-24,27.6,24.2,32.0,0.0,113.0,9.4,1010.0
2001-04-25,31.0,24.8,36.6,0.8,113.0,9.4,1010.0
2001-04-26,28.2,24.8,35.4,0.8,113.0,9.4,1010.0
2001-04-27,29.8,24.2,36.6,0.8,113.0,9.4,1010.0
2001-04-28,28.6,24.2,34.8,0.8,113.0,9.4,1010.0
2001-04-29,32.1,26.5,32.0,0.8,113.0,9.4,1010.0
2001-04-30,28.2,24.2,35.4,0.8,113.0,9.4,1010.0
2001-05-01,30.0,24.4,35.8,0.8,113.0,9.4,1010.0
2001-05-02,30.2,27.9,35.8,0.8,113.0,12.4,1010.0
2001-05-03,29.8,25.8,34.4,0.8,113.0,9.4,1010.0
2001-05-04,29.0,26.7,34.6,0.8,113.0,11.8,1010.0
2001-05-05,30.8,23.8,35.2,0.0,113.0,9.4,1010.0
2001-05-06,29.0,25.1,34.7,0.8,103.0,11.4,1010.0
2001-05-07,28.2,23.8,34.1,26.9,113.0,9.2,1010.0
2001-05-08,26.4,26.5,31.8,0.0,113.0,9.4,1010.0
2001-05-09,26.8,23.8,30.5,43.7,113.0,9.4,1010.0
2001-05-10,25.9,24.2,32.0,0.8,113.0,9.4,1010.0
2001-05-11,27.4,24.2,32.0,0.8,113.0,9.4,1010.0
2001-05-12,25.8,24.2,28.4,0.8,113.0,9.4,1010.0
2001-05-13,28.8,25.1,31.6,0.8,113.0,9.4,1010.0
2001-05-14,29.8,26.6,32.0,0.8,113.0,9.4,1010.0
2001-05-15,30.4,25.4,35.1,0.8,113.0,9.4,1010.0
2001-05-16,29.0,24.2,34.6,0.8,113.0,9.4,1010.0
2001-05-17,29.4,21.1,34.8,0.8,113.0,9.4,1010.0
2001-05-18,31.0,23.4,35.2,0.8,113.0,9.4,1010.0
2001-05-19,29.3,24.2,32.0,0.8,113.0,9.4,1010.0
2001-05-20,29.0,24.2,32.0,0.8,113.0,9.4,1010.0
2001-05-21,30.3,26.2,32.0,0.8,113.0,9.4,1010.0
2001-05-22,27.8,24.2,32.0,0.8,113.0,9.4,1010.0
2001-05-23,28.2,24.2,32.0,0.8,113.0,9.4,1010.0
2001-05-24,27.6,24.7,28.9,0.8,113.0,9.4,1010.0
2001-05-25,27.2,24.0,32.8,8.9,113.0,9.4,1010.0
2001-05-26,28.8,24.8,32.0,0.0,113.0,9.4,1010.0
2001-05-27,26.9,24.9,32.0,0.8,113.0,9.4,1010.0
2001-05-28,28.0,24.8,31.7,2.0,113.0,9.4,1010.0
2001-05-29,29.2,25.5,33.4,0.0,113.0,9.4,1010.0
2001-05-30,29.0,24.8,32.0,0.8,113.0,9.4,1010.0
2001-05-31,27.4,24.2,34.4,0.8,113.0,9.4,1010.0
2001-06-01,29.6,24.4,34.0,0.8,113.0,9.4,1010.0
2001-06-02,28.4,24.2,32.0,0.8,113.0,9.4,1010.0
2001-06-03,29.4,24.2,34.8,0.8,113.0,9.4,1010.0
2001-06-04,28.8,24.2,33.8,0.8,113.0,9.4,1010.0
2001-06-05,28.6,24.6,33.6,0.8,113.0,9.4,1010.0
2001-06-06,27.6,24.7,34.1,0.8,113.0,9.4,1010.0
2001-06-07,27.0,23.5,32.8,1.0,113.0,9.4,1010.0
2001-06-08,27.4,25.0,33.8,0.0,113.0,9.4,1010.0
2001-06-09,27.4,24.2,32.8,0.8,113.0,9.4,1010.0
2001-06-10,27.6,23.8,32.1,0.8,113.0,9.4,1010.0
2001-06-11,28.6,23.6,32.6,0.8,113.0,9.4,1010.0
2001-06-12,29.8,25.5,34.2,0.8,113.0,9.4,1010.0
2001-06-13,30.2,26.2,34.4,0.8,113.0,9.4,1010.0
2001-06-14,29.8,25.6,34.6,0.8,113.0,9.4,1010.0
2001-06-15,27.8,24.2,34.6,0.8,113.0,9.4,1010.0
2001-06-16,28.4,23.5,33.8,0.8,113.0,9.4,1010.0
2001-06-17,26.2,24.4,30.2,0.8,113.0,9.4,1010.0
2001-06-18,27.6,24.6,31.4,97.0,113.0,9.4,1010.0
2001-06-19,27.8,25.1,31.8,0.0,113.0,9.4,1010.0
2001-06-20,28.2,24.5,34.4,2.0,113.0,9.4,1010.0
2001-06-21,29.2,24.8,32.6,7.9,113.0,9.4,1010.0
2001-06-22,26.8,22.4,28.8,23.1,113.0,9.4,1010.0
2001-06-23,27.6,24.8,31.6,6.9,113.0,9.4,1010.0
2001-06-24,28.4,24.7,33.2,0.3,113.0,9.4,1010.0
2001-06-25,27.0,24.2,32.8,0.0,113.0,9.4,1010.0
2001-06-26,26.6,24.2,32.4,3.0,113.0,9.4,1010.0
2001-06-27,26.8,23.4,31.4,31.8,113.0,9.4,1010.0
2001-06-28,26.8,23.8,32.8,49.0,113.0,9.4,1010.0
2001-06-29,27.2,24.0,32.2,23.1,113.0,9.4,1010.0
2001-06-30,25.6,23.7,31.8,0.0,113.0,9.4,1010.0
2001-07-01,27.0,25.5,32.1,2.3,113.0,9.4,1010.0
2001-07-02,27.6,23.2,30.8,7.9,113.0,9.4,1010.0
2001-07-03,28.4,24.0,32.2,7.9,113.0,9.4,1010.0
2001-07-04,25.6,24.2,27.8,0.0,113.0,9.4,1010.0
2001-07-05,25.4,24.2,27.4,21.1,113.0,9.4,1010.0
2001-07-06,28.0,24.4,31.6,54.1,113.0,9.4,1010.0
2001-07-07,30.4,23.0,32.0,5.1,113.0,9.4,1010.0
2001-07-08,27.4,24.2,32.0,0.0,113.0,9.4,1010.0
2001-07-09,27.6,23.5,31.8,15.0,113.0,9.4,1010.0
2001-07-10,28.8,24.0,31.4,23.9,113.0,9.4,1010.0
2001-07-11,27.8,25.1,31.5,3.0,113.0,9.4,1010.0
2001-07-12,27.2,24.6,31.4,18.0,113.0,9.4,1010.0
2001-07-13,27.8,24.2,30.4,51.1,113.0,9.4,1010.0
2001-07-14,27.6,24.0,30.2,24.9,113.0,9.4,1010.0
2001-07-15,28.6,24.2,32.8,0.3,113.0,9.4,1010.0
2001-07-16,27.0,24.4,32.4,7.9,113.0,9.4,1010.0
2001-07-17,27.2,24.8,32.4,0.0,113.0,9.4,1010.0
2001-07-18,28.6,25.1,32.2,0.0,113.0,9.4,1010.0
2001-07-19,25.6,24.2,30.4,0.8,113.0,9.4,1010.0
2001-07-20,28.4,23.0,31.0,178.1,113.0,9.4,1010.0
2001-07-21,29.4,24.0,32.8,1.0,113.0,9.4,1010.0
2001-07-22,27.0,25.2,33.0,0.0,113.0,9.4,1010.0
2001-07-23,27.4,24.2,31.8,0.8,113.0,9.4,1010.0
2001-07-24,27.4,23.8,31.6,0.8,113.0,9.4,1010.0
2001-07-25,26.4,23.8,32.0,0.8,113.0,9.4,1010.0
2001-07-26,29.4,24.0,32.8,0.8,113.0,9.4,1010.0
2001-07-27,26.6,24.6,30.6,9.9,113.0,9.4,1010.0
2001-07-28,26.4,24.5,29.4,6.1,113.0,9.4,1010.0
2001-07-29,28.0,24.2,30.4,0.0,113.0,9.4,1010.0
2001-07-30,28.2,24.0,32.0,0.8,113.0,9.4,1010.0
2001-07-31,28.0,24.8,32.8,0.8,113.0,9.4,1010.0
2001-08-01,27.6,24.7,33.2,0.8,113.0,9.4,1010.0
2001-08-02,26.8,24.4,32.2,0.8,113.0,9.4,1010.0
2001-08-03,28.4,24.2,31.6,0.8,113.0,9.4,1010.0
2001-08-04,27.0,24.7,31.4,5.1,113.0,9.4,1010.0
2001-08-05,25.8,25.7,28.4,9.9,113.0,9.4,1010.0
2001-08-06,28.8,23.8,32.0,23.9,113.0,9.4,1010.0
2001-08-07,25.8,24.6,32.0,0.8,113.0,9.4,1010.0
2001-08-08,26.8,24.5,28.7,0.8,113.0,9.4,1010.0
2001-08-09,28.3,24.7,32.0,0.8,113.0,9.4,1010.0
2001-08-10,27.8,25.2,32.0,0.8,113.0,9.4,1010.0
2001-08-11,26.6,24.2,32.0,0.8,113.0,9.4,1010.0
2001-08-12,26.9,24.2,32.0,0.8,113.0,9.4,1010.0
2001-08-13,27.5,24.8,32.0,0.8,113.0,9.4,1010.0
2001-08-14,28.0,25.7,30.7,0.8,113.0,9.4,1010.0
2001-08-15,26.5,24.2,32.0,0.8,113.0,9.4,1010.0
2001-08-16,26.0,24.2,32.0,0.8,113.0,9.4,1010.0
2001-08-17,25.9,24.2,32.0,0.8,113.0,9.4,1010.0
2001-08-18,25.5,24.2,32.0,0.8,113.0,9.4,1010.0
2001-08-19,26.9,24.2,32.0,0.8,113.0,9.4,1010.0
2001-08-20,27.6,25.7,30.7,0.8,113.0,9.4,1010.0
2001-08-21,28.3,24.2,32.0,0.8,113.0,9.4,1010.0
2001-08-22,28.5,24.2,32.0,0.8,113.0,9.4,1010.0
2001-08-23,25.5,24.2,32.0,0.8,113.0,9.4,1010.0
2001-08-24,25.1,24.2,32.0,0.8,113.0,9.4,1010.0
2001-08-25,26.4,24.2,32.0,0.8,113.0,9.4,1010.0
2001-08-26,25.1,24.2,32.0,0.8,113.0,9.4,1010.0
2001-08-27,26.6,24.1,28.7,0.8,113.0,9.4,1010.0
2001-08-28,26.8,24.2,32.0,0.8,113.0,9.4,1010.0
2001-08-29,27.8,24.2,32.0,0.8,113.0,9.4,1010.0
2001-08-30,28.4,24.9,32.0,0.8,113.0,9.4,1010.0
2001-08-31,28.2,24.2,32.0,0.8,113.0,9.4,1010.0
2001-09-01,28.4,24.2,32.0,0.8,113.0,9.4,1010.0
2001-09-02,27.1,24.2,32.0,0.8,113.0,9.4,1010.0
2001-09-03,26.2,24.7,29.7,0.8,113.0,9.4,1010.0
2001-09-04,27.2,24.2,32.0,0.8,113.0,9.4,1010.0
2001-09-05,28.0,24.2,32.0,0.8,113.0,9.4,1010.0
2001-09-06,28.5,24.2,32.0,0.8,113.0,9.4,1010.0
2001-09-07,28.5,24.2,32.0,0.8,113.0,9.4,1010.0
2001-09-08,28.1,24.2,32.0,0.8,113.0,9.4,1010.0
2001-09-09,27.7,24.7,30.7,0.8,113.0,9.4,1010.0
2001-09-10,27.9,24.2,32.0,0.8,113.0,9.4,1010.0
2001-09-11,28.8,25.1,31.4,0.8,113.0,9.4,1010.0
2001-09-12,28.4,24.2,31.3,0.8,113.0,9.4,1010.0
2001-09-13,28.1,24.2,32.0,0.8,113.0,9.4,1010.0
2001-09-14,26.5,24.2,32.0,0.8,113.0,9.4,1010.0
2001-09-15,27.3,24.2,32.0,0.8,113.0,9.4,1010.0
2001-09-16,26.9,25.6,30.1,0.8,113.0,9.4,1010.0
2001-09-17,27.8,24.2,32.0,0.8,113.0,9.4,1010.0
2001-09-18,27.8,24.2,32.0,11.9,113.0,9.4,1010.0
2001-09-19,27.5,24.2,32.0,0.0,113.0,9.4,1010.0
2001-09-20,27.6,24.2,32.0,0.8,113.0,9.4,1010.0
2001-09-21,27.6,24.2,32.0,0.8,113.0,9.4,1010.0
2001-09-22,27.4,24.2,32.0,0.8,113.0,9.4,1010.0
2001-09-23,27.0,24.2,32.0,0.8,113.0,9.4,1010.0
2001-09-24,25.8,24.2,32.0,0.8,113.0,9.4,1010.0
2001-09-25,27.6,24.2,32.0,0.8,113.0,9.4,1010.0
2001-09-26,27.3,24.2,32.0,0.8,113.0,9.4,1010.0
2001-09-27,27.8,25.4,30.7,0.8,113.0,9.4,1010.0
2001-09-28,28.4,24.2,32.0,0.8,113.0,9.4,1010.0
2001-09-29,27.7,24.2,32.0,0.8,113.0,9.4,1010.0
2001-09-30,28.5,24.2,32.0,0.8,113.0,9.4,1010.0
2001-10-01,28.9,24.2,32.0,0.8,113.0,9.4,1010.0
2001-10-02,27.2,24.2,33.8,1.0,113.0,9.4,1010.0
2001-10-03,27.0,23.6,31.0,0.0,113.0,9.4,1010.0
2001-10-04,27.4,23.7,31.4,5.1,113.0,9.4,1010.0
2001-10-05,30.0,22.8,34.6,0.0,113.0,9.4,1010.0
2001-10-06,27.4,23.7,34.4,0.8,113.0,9.4,1010.0
2001-10-07,28.4,24.0,34.4,0.5,113.0,9.4,1010.0
2001-10-08,28.2,24.4,33.8,0.0,113.0,9.4,1010.0
2001-10-09,27.8,25.7,34.4,7.1,113.0,9.4,1010.0
2001-10-10,26.0,24.2,32.8,0.0,113.0,9.4,1010.0
2001-10-11,25.6,23.2,27.6,3.0,113.0,9.4,1010.0
2001-10-12,28.0,24.0,31.4,3.0,113.0,9.4,1010.0
2001-10-13,26.8,23.8,30.0,3.0,113.0,9.4,1010.0
2001-10-14,27.6,23.7,32.2,26.9,113.0,9.4,1010.0
2001-10-15,28.2,24.6,32.8,4.1,113.0,9.4,1010.0
2001-10-16,27.6,25.3,32.8,0.0,113.0,9.4,1010.0
2001-10-17,28.0,25.3,32.0,0.8,113.0,9.4,1010.0
2001-10-18,27.6,24.8,32.2,0.0,113.0,9.4,1010.0
2001-10-19,26.2,25.7,30.4,4.3,113.0,9.4,1010.0
2001-10-20,24.6,23.7,26.9,7.1,113.0,9.4,1010.0
2001-10-21,26.0,23.4,29.4,47.0,113.0,9.4,1010.0
2001-10-22,27.0,24.1,32.4,4.1,113.0,9.4,1010.0
2001-10-23,26.6,23.6,31.8,6.1,113.0,9.4,1010.0
2001-10-24,27.2,23.7,31.4,0.3,113.0,9.4,1010.0
2001-10-25,26.2,23.7,30.8,0.0,113.0,9.4,1010.0
2001-10-26,27.4,24.3,34.6,0.8,113.0,9.4,1010.0
2001-10-27,27.8,24.2,34.4,0.0,113.0,9.4,1010.0
2001-10-28,26.2,23.0,29.6,0.8,113.0,9.4,1010.0
2001-10-29,27.2,23.8,34.1,2.0,113.0,9.4,1010.0
2001-10-30,27.6,22.5,34.4,0.0,113.0,9.4,1010.0
2001-10-31,26.2,22.4,34.8,0.8,113.0,9.4,1010.0
2001-11-01,27.8,24.2,34.8,0.8,113.0,9.4,1010.0
2001-11-02,26.2,22.4,32.4,0.8,113.0,9.4,1010.0
2001-11-03,27.4,22.0,33.4,0.8,113.0,9.4,1010.0
2001-11-04,27.4,22.4,33.4,0.8,113.0,9.4,1010.0
2001-11-05,27.2,23.7,33.4,0.0,113.0,9.4,1010.0
2001-11-06,28.2,22.8,32.8,0.8,113.0,9.4,1010.0
2001-11-07,26.0,23.8,30.4,0.0,113.0,9.4,1010.0
2001-11-08,24.2,23.7,25.0,5.1,113.0,9.4,1010.0
2001-11-09,28.0,23.6,32.4,38.1,113.0,9.4,1010.0
2001-11-10,28.8,24.2,32.0,0.0,113.0,9.4,1010.0
2001-11-11,28.4,26.2,34.4,0.8,113.0,9.4,1010.0
2001-11-12,27.2,22.8,33.8,0.8,113.0,9.4,1010.0
2001-11-13,24.8,23.7,30.8,21.1,113.0,9.4,1010.0
2001-11-14,26.2,24.1,29.1,7.1,113.0,9.4,1010.0
2001-11-15,25.8,24.5,30.8,0.0,113.0,9.4,1010.0
2001-11-16,27.8,23.6,31.6,0.8,113.0,9.4,1010.0
2001-11-17,27.4,24.7,31.6,0.8,113.0,9.4,1010.0
2001-11-18,26.4,22.6,32.1,0.8,113.0,9.4,1010.0
2001-11-19,26.0,22.8,31.6,1.0,113.0,9.4,1010.0
2001-11-20,25.8,20.8,31.4,0.0,113.0,9.4,1010.0
2001-11-21,25.8,23.7,32.0,0.8,113.0,9.4,1010.0
2001-11-22,25.5,20.4,31.4,0.8,113.0,9.4,1010.0
2001-11-23,27.2,20.0,28.9,0.8,113.0,9.4,1010.0
2001-11-24,24.5,24.2,30.2,0.8,113.0,9.4,1010.0
2001-11-25,23.6,18.4,32.0,0.8,113.0,9.4,1010.0
2001-11-26,24.8,18.4,30.8,0.8,113.0,9.4,1010.0
2001-11-27,24.8,19.7,31.4,0.8,113.0,9.4,1010.0
2001-11-28,26.6,19.4,31.4,0.8,113.0,9.4,1010.0
2001-11-29,26.4,20.8,32.4,0.8,113.0,9.4,1010.0
2001-11-30,26.0,21.2,32.8,0.8,113.0,9.4,1010.0
2001-12-01,26.0,20.6,31.4,0.8,113.0,9.4,1010.0
2001-12-02,25.8,23.2,30.4,0.8,113.0,9.4,1010.0
2001-12-03,26.6,22.4,33.8,0.8,113.0,9.4,1010.0
2001-12-04,28.6,22.4,34.4,0.8,113.0,9.4,1010.0
2001-12-05,26.8,23.5,31.8,0.8,113.0,9.4,1010.0
2001-12-06,23.5,24.2,26.0,22.1,113.0,9.4,1010.0
2001-12-07,26.2,21.6,31.8,30.0,113.0,9.4,1010.0
2001-12-08,27.6,23.2,32.8,0.8,113.0,9.4,1010.0
2001-12-09,25.8,24.3,30.4,7.9,113.0,13.4,1010.0
2001-12-10,25.0,22.0,31.4,1.0,113.0,9.4,1010.0
2001-12-11,25.6,22.5,29.8,29.0,113.0,9.4,1010.0
2001-12-12,25.6,22.9,31.4,0.5,113.0,9.4,1010.0
2001-12-13,25.8,20.8,31.4,0.0,113.0,9.4,1010.0
2001-12-14,25.6,24.2,29.4,0.8,113.0,9.4,1010.0
2001-12-15,25.0,20.8,31.4,0.8,113.0,9.4,1010.0
2001-12-16,27.0,21.7,32.6,2.0,113.0,9.4,1010.0
2001-12-17,25.8,21.8,32.4,1.0,113.0,9.4,1010.0
2001-12-18,25.8,21.4,31.8,0.0,113.0,9.4,1010.0
2001-12-19,26.0,22.7,30.2,0.8,113.0,9.4,1010.0
2001-12-20,24.7,24.2,32.8,0.8,113.0,9.4,1010.0
2001-12-21,25.4,19.8,30.0,0.8,113.0,9.4,1010.0
2001-12-22,25.8,19.8,30.8,0.8,113.0,9.4,1010.0
2001-12-23,25.2,22.8,29.8,0.8,113.0,9.4,1010.0
2001-12-24,25.0,22.8,28.7,0.8,113.0,9.4,1010.0
2001-12-25,24.8,24.2,28.3,0.8,113.0,9.4,1010.0
2001-12-26,24.3,18.7,28.6,0.8,113.0,9.4,1010.0
2001-12-27,23.2,22.7,29.0,0.8,113.0,9.4,1010.0
2001-12-28,22.6,24.2,26.8,0.8,113.0,9.4,1010.0
2001-12-29,24.4,24.2,32.0,0.8,113.0,9.4,1010.0
2001-12-30,24.2,17.6,29.6,0.8,113.0,9.4,1010.0
2001-12-31,25.6,20.4,28.2,0.8,113.0,9.4,1010.0
2002-01-01,25.6,24.2,32.0,0.8,113.0,9.4,1010.0
2002-01-02,25.6,22.8,30.2,0.8,113.0,9.4,1010.0
2002-01-03,24.0,23.7,28.8,0.8,113.0,9.4,1010.0
2002-01-04,22.2,18.0,28.8,0.8,113.0,9.4,1010.0
2002-01-05,22.8,16.6,30.6,0.8,113.0,9.4,1010.0
2002-01-06,24.2,17.0,31.4,0.8,113.0,9.4,1010.0
2002-01-07,24.6,17.8,31.4,0.8,113.0,9.4,1010.0
2002-01-08,23.0,19.7,30.4,0.8,113.0,9.4,1010.0
2002-01-09,22.8,19.3,28.8,0.8,113.0,9.4,1010.0
2002-01-10,22.5,17.8,28.8,0.8,113.0,9.4,1010.0
2002-01-11,23.6,16.8,30.8,0.8,113.0,9.4,1010.0
2002-01-12,24.7,17.7,31.0,0.8,113.0,9.4,1010.0
2002-01-13,27.0,21.4,31.8,0.8,113.0,9.4,1010.0
2002-01-14,26.8,21.7,33.4,0.8,113.0,9.4,1010.0
2002-01-15,26.8,22.6,33.4,0.8,113.0,9.4,1010.0
2002-01-16,25.2,24.1,30.4,0.8,113.0,9.4,1010.0
2002-01-17,27.6,22.0,32.8,0.8,113.0,9.4,1010.0
2002-01-18,27.6,22.0,33.4,0.8,113.0,9.4,1010.0
2002-01-19,25.6,24.7,30.8,0.8,113.0,9.4,1010.0
2002-01-20,25.2,19.7,32.2,0.8,113.0,9.4,1010.0
2002-01-21,25.4,19.8,32.8,0.8,113.0,9.4,1010.0
2002-01-22,24.7,20.8,32.4,0.8,113.0,9.4,1010.0
2002-01-23,25.8,21.8,30.6,0.8,113.0,9.4,1010.0
